utp,nome_utp,municipio,nome_municipio,uf,long_utp,lat_utp,sede
670,Rolim de Moura,1100015,Alta Floresta D'Oeste,RO,-61.999824,-11.93554,false
395,Ariquemes,1100023,Ariquemes,RO,-63.033269,-9.908463,true
639,Cabixi,1100031,Cabixi,RO,-60.544314,-13.499763,true
430,Cacoal,1100049,Cacoal,RO,-61.442944,-11.433865,true
463,Cerejeiras,1100056,Cerejeiras,RO,-60.818426,-13.195033,true
463,Cerejeiras,1100064,Colorado do Oeste,RO,-60.555067,-13.130564,false
463,Cerejeiras,1100072,Corumbiara,RO,-60.948701,-12.99752,false
484,Costa Marques,1100080,Costa Marques,RO,-64.231654,-12.436014,true
638,Pimenta Bueno,1100098,Espigão D'Oeste,RO,-61.020173,-11.528555,false
143,Guajará-Mirim,1100106,Guajará-Mirim,RO,-65.323952,-10.773884,true
182,Ji-Paraná,1100114,Jaru,RO,-62.476231,-10.435949,false
182,Ji-Paraná,1100122,Ji-Paraná,RO,-61.945095,-10.882051,true
576,Machadinho D'Oeste,1100130,Machadinho D'Oeste,RO,-61.999593,-9.425562,true
670,Rolim de Moura,1100148,Nova Brasilândia D'Oeste,RO,-62.30823,-11.721325,false
182,Ji-Paraná,1100155,Ouro Preto do Oeste,RO,-62.261055,-10.723574,false
638,Pimenta Bueno,1100189,Pimenta Bueno,RO,-61.183666,-11.677537,true
269,Porto Velho,1100205,Porto Velho,RO,-63.831446,-8.768892,true
182,Ji-Paraná,1100254,Presidente Médici,RO,-61.909439,-11.173205,false
395,Ariquemes,1100262,Rio Crespo,RO,-62.90001,-9.705537,false
670,Rolim de Moura,1100288,Rolim de Moura,RO,-61.785781,-11.722259,true
670,Rolim de Moura,1100296,Santa Luzia D'Oeste,RO,-61.773305,-11.908423,false
759,Vilhena,1100304,Vilhena,RO,-60.138584,-12.741373,true
379,São Miguel do Guaporé,1100320,São Miguel do Guaporé,RO,-62.720063,-11.69949,true
143,Guajará-Mirim,1100338,Nova Mamoré,RO,-65.329149,-10.411771,false
379,São Miguel do Guaporé,1100346,Alvorada D'Oeste,RO,-62.277275,-11.34413,false
670,Rolim de Moura,1100379,Alto Alegre dos Parecis,RO,-61.853077,-12.131777,false
395,Ariquemes,1100403,Alto Paraíso,RO,-63.317629,-9.716667,false
425,Buritis,1100452,Buritis,RO,-63.829679,-10.209805,true
670,Rolim de Moura,1100502,Novo Horizonte do Oeste,RO,-61.994388,-11.709743,false
395,Ariquemes,1100601,Cacaulândia,RO,-62.90319,-10.338873,false
425,Buritis,1100700,Campo Novo de Rondônia,RO,-63.624991,-10.568416,false
269,Porto Velho,1100809,Candeias do Jamari,RO,-63.70002,-8.785021,false
670,Rolim de Moura,1100908,Castanheiras,RO,-61.949161,-11.426842,false
759,Vilhena,1100924,Chupinguaia,RO,-60.901848,-12.556841,false
395,Ariquemes,1100940,Cujubim,RO,-62.587175,-9.378193,false
395,Ariquemes,1101005,Governador Jorge Teixeira,RO,-62.740458,-10.612072,false
395,Ariquemes,1101104,Itapuã do Oeste,RO,-63.182337,-9.191872,false
430,Cacoal,1101203,Ministro Andreazza,RO,-61.518922,-11.196238,false
379,São Miguel do Guaporé,1101302,Mirante da Serra,RO,-62.669427,-11.045609,false
395,Ariquemes,1101401,Monte Negro,RO,-63.295559,-10.263098,false
182,Ji-Paraná,1101435,Nova União,RO,-62.555089,-10.915532,false
638,Pimenta Bueno,1101450,Parecis,RO,-61.597998,-12.179827,false
639,Cabixi,1101468,Pimenteiras do Oeste,RO,-61.044379,-13.476562,false
638,Pimenta Bueno,1101476,Primavera de Rondônia,RO,-61.316546,-11.825707,false
638,Pimenta Bueno,1101484,São Felipe D'Oeste,RO,-61.512508,-11.914389,false
379,São Miguel do Guaporé,1101492,São Francisco do Guaporé,RO,-63.570865,-12.063798,false
379,São Miguel do Guaporé,1101500,Seringueiras,RO,-63.038761,-11.767117,false
182,Ji-Paraná,1101559,Teixeirópolis,RO,-62.255922,-10.932169,false
395,Ariquemes,1101609,Theobroma,RO,-62.345146,-10.248731,false
379,São Miguel do Guaporé,1101708,Urupá,RO,-62.370632,-11.128545,false
576,Machadinho D'Oeste,1101757,Vale do Anari,RO,-62.176823,-9.851393,false
182,Ji-Paraná,1101807,Vale do Paraíso,RO,-62.13439,-10.431053,false
282,Rio Branco,1200013,Acrelândia,AC,-67.052317,-10.073794,false
132,Assis Brasil,1200054,Assis Brasil,AC,-69.563459,-10.942866,true
137,Brasiléia,1200104,Brasiléia,AC,-68.747943,-11.016411,true
282,Rio Branco,1200138,Bujari,AC,-67.951859,-9.82002,false
282,Rio Branco,1200179,Capixaba,AC,-67.673508,-10.569768,false
492,Cruzeiro do Sul,1200203,Cruzeiro do Sul,AC,-72.672531,-7.63069,true
137,Brasiléia,1200252,Epitaciolândia,AC,-68.744868,-11.02824,false
507,Feijó,1200302,Feijó,AC,-70.353984,-8.160248,true
731,Tarauacá,1200328,Jordão,AC,-71.950875,-9.193358,false
492,Cruzeiro do Sul,1200336,Mâncio Lima,AC,-72.916501,-7.593223,false
282,Rio Branco,1200344,Manoel Urbano,AC,-69.259945,-8.836318,false
583,Marechal Thaumaturgo,1200351,Marechal Thaumaturgo,AC,-72.790266,-8.953591,true
282,Rio Branco,1200385,Plácido de Castro,AC,-67.18826,-10.335133,false
653,Porto Walter,1200393,Porto Walter,AC,-72.742334,-8.266666,true
282,Rio Branco,1200401,Rio Branco,AC,-67.810529,-9.978299,true
492,Cruzeiro do Sul,1200427,Rodrigues Alves,AC,-72.647855,-7.733602,false
282,Rio Branco,1200435,Santa Rosa do Purus,AC,-70.486497,-9.443407,false
282,Rio Branco,1200450,Senador Guiomard,AC,-67.743172,-10.148174,false
282,Rio Branco,1200500,Sena Madureira,AC,-68.655684,-9.06534,false
731,Tarauacá,1200609,Tarauacá,AC,-70.755501,-8.155669,true
137,Brasiléia,1200708,Xapuri,AC,-68.506295,-10.652072,false
282,Rio Branco,1200807,Porto Acre,AC,-67.54059,-9.600858,false
734,Tefé,1300029,Alvarães,AM,-64.813535,-3.216584,false
382,Amaturá,1300060,Amaturá,AM,-68.209615,-3.366805,true
385,Beruri,1300086,Anamã,AM,-61.405903,-3.57637,false
385,Beruri,1300102,Anori,AM,-61.658955,-3.745386,false
387,Apuí,1300144,Apuí,AM,-59.885666,-7.19787,true
155,Tabatinga,1300201,Atalaia do Norte,AM,-70.187989,-4.366157,false
399,Autazes,1300300,Autazes,AM,-59.133567,-3.578664,true
403,Barcelos,1300409,Barcelos,AM,-62.92567,-0.972801,true
406,Barreirinha,1300508,Barreirinha,AM,-57.06775,-2.79815,true
155,Tabatinga,1300607,Benjamin Constant,AM,-70.027348,-4.374989,false
385,Beruri,1300631,Beruri,AM,-61.371571,-3.894513,true
406,Barreirinha,1300680,Boa Vista do Ramos,AM,-57.587707,-2.971727,false
411,Boca do Acre,1300706,Boca do Acre,AM,-67.399578,-8.751243,true
416,Borba,1300805,Borba,AM,-59.594559,-4.39062,true
206,Manaus,1300839,Caapiranga,AM,-61.211334,-3.330093,false
269,Porto Velho,1300904,Canutama,AM,-64.394231,-6.529106,false
452,Carauari,1301001,Carauari,AM,-66.896635,-4.881666,true
206,Manaus,1301100,Careiro,AM,-60.36381,-3.822447,false
206,Manaus,1301159,Careiro da Várzea,AM,-59.826314,-3.197397,false
470,Coari,1301209,Coari,AM,-63.142184,-4.084219,true
472,Codajás,1301308,Codajás,AM,-62.06343,-3.843046,true
500,Eirunepé,1301407,Eirunepé,AM,-69.86629,-6.667353,true
500,Eirunepé,1301506,Envira,AM,-70.030413,-7.439818,false
509,Fonte Boa,1301605,Fonte Boa,AM,-66.096503,-2.512271,true
492,Cruzeiro do Sul,1301654,Guajará,AM,-72.582431,-7.547774,false
528,Humaitá,1301704,Humaitá,AM,-63.026698,-7.512225,true
492,Cruzeiro do Sul,1301803,Ipixuna,AM,-71.694418,-7.05098,false
206,Manaus,1301852,Iranduba,AM,-60.193388,-3.281054,false
540,Itacoatiara,1301902,Itacoatiara,AM,-58.440175,-3.140379,true
500,Eirunepé,1301951,Itamarati,AM,-68.247917,-6.437799,false
540,Itacoatiara,1302009,Itapiranga,AM,-58.034546,-2.741843,false
553,Japurá,1302108,Japurá,AM,-66.996903,-1.880845,true
563,Juruá,1302207,Juruá,AM,-66.063042,-3.47489,true
566,Jutaí,1302306,Jutaí,AM,-66.771328,-2.744646,true
567,Lábrea,1302405,Lábrea,AM,-64.794773,-7.261947,true
206,Manaus,1302504,Manacapuru,AM,-60.620589,-3.298278,false
206,Manaus,1302553,Manaquiri,AM,-60.458881,-3.42908,false
206,Manaus,1302603,Manaus,AM,-60.023335,-3.134691,true
577,Manicoré,1302702,Manicoré,AM,-61.299248,-5.813205,true
579,Maraã,1302801,Maraã,AM,-65.574284,-1.866437,true
586,Maués,1302900,Maués,AM,-57.715034,-3.386428,true
223,Nhamundá,1303007,Nhamundá,AM,-56.71677,-2.188984,true
610,Nova Olinda do Norte,1303106,Nova Olinda do Norte,AM,-59.093074,-3.887593,true
206,Manaus,1303205,Novo Airão,AM,-60.948811,-2.623432,false
613,Novo Aripuanã,1303304,Novo Aripuanã,AM,-60.377046,-5.122669,true
238,Parintins,1303403,Parintins,AM,-56.736292,-2.627053,true
632,Pauini,1303502,Pauini,AM,-67.002097,-7.714044,true
659,Presidente Figueiredo,1303536,Presidente Figueiredo,AM,-60.025647,-2.058429,true
206,Manaus,1303569,Rio Preto da Eva,AM,-59.704738,-2.693302,false
682,Santa Isabel do Rio Negro,1303601,Santa Isabel do Rio Negro,AM,-65.020023,-0.416695,true
692,Santo Antônio do Içá,1303700,Santo Antônio do Içá,AM,-67.946485,-3.107486,true
700,São Gabriel da Cachoeira,1303809,São Gabriel da Cachoeira,AM,-67.083643,-0.136463,true
715,São Paulo de Olivença,1303908,São Paulo de Olivença,AM,-68.944853,-3.46651,true
748,Urucará,1303957,São Sebastião do Uatumã,AM,-57.870346,-2.570153,false
540,Itacoatiara,1304005,Silves,AM,-58.214801,-2.836427,false
155,Tabatinga,1304062,Tabatinga,AM,-69.946244,-4.231884,true
385,Beruri,1304104,Tapauá,AM,-63.187095,-5.624224,false
734,Tefé,1304203,Tefé,AM,-64.70842,-3.348372,true
692,Santo Antônio do Içá,1304237,Tonantins,AM,-67.776482,-2.861091,false
742,Uarini,1304260,Uarini,AM,-65.155346,-2.983609,true
748,Urucará,1304302,Urucará,AM,-57.759828,-2.536612,true
540,Itacoatiara,1304401,Urucurituba,AM,-58.159641,-3.134633,false
47,Boa Vista,1400027,Amajari,RR,-61.42059,3.652118,false
376,Alto Alegre,1400050,Alto Alegre,RR,-61.314022,2.993823,true
47,Boa Vista,1400100,Boa Vista,RR,-60.670533,2.816682,true
135,Bonfim,1400159,Bonfim,RR,-59.878007,3.350289,true
47,Boa Vista,1400175,Cantá,RR,-60.602063,2.607666,false
451,Caracaraí,1400209,Caracaraí,RR,-61.149177,1.803871,true
671,Rorainópolis,1400233,Caroebe,RR,-59.69481,0.872675,false
451,Caracaraí,1400282,Iracema,RR,-61.052259,2.168215,false
47,Boa Vista,1400308,Mucajaí,RR,-60.911519,2.479772,false
608,Normandia,1400407,Normandia,RR,-59.635206,3.882978,true
621,Pacaraima,1400456,Pacaraima,RR,-61.147306,4.475259,true
671,Rorainópolis,1400472,Rorainópolis,RR,-60.42506,0.937195,true
671,Rorainópolis,1400506,São João da Baliza,RR,-59.906044,0.947157,false
671,Rorainópolis,1400605,São Luiz,RR,-60.028267,1.018112,false
621,Pacaraima,1400704,Uiramutã,RR,-60.195716,4.58544,false
1,Abaetetuba,1500107,Abaetetuba,PA,-48.884404,-1.72347,true
208,Marabá,1500131,Abel Figueiredo,PA,-48.396762,-4.951391,false
737,Tomé-Açu,1500206,Acará,PA,-48.200456,-1.963437,false
202,Macapá,1500305,Afuá,PA,-50.391428,-0.159172,false
763,Xinguara,1500347,Água Azul do Norte,PA,-50.485275,-6.804949,false
298,Santarém,1500404,Alenquer,PA,-54.740862,-1.951398,false
194,Laranjal do Jari,1500503,Almeirim,PA,-52.576835,-1.527339,false
375,Altamira,1500602,Altamira,PA,-52.214376,-3.20566,true
383,Anajás,1500701,Anajás,PA,-49.945001,-0.984451,true
41,Belém,1500800,Ananindeua,PA,-48.372067,-1.368714,false
375,Altamira,1500859,Anapu,PA,-51.201622,-3.476105,false
52,Bragança,1500909,Augusto Corrêa,PA,-46.641646,-1.022921,false
626,Paragominas,1500958,Aurora do Pará,PA,-47.556175,-2.129376,false
541,Itaituba,1501006,Aveiro,PA,-55.330734,-3.605595,false
420,Breves,1501105,Bagre,PA,-50.221987,-1.889808,false
781,Tucuruí,1501204,Baião,PA,-49.672753,-2.791962,false
763,Xinguara,1501253,Bannach,PA,-50.406047,-7.351072,false
41,Belém,1501303,Barcarena,PA,-48.627073,-1.505767,false
41,Belém,1501402,Belém,PA,-48.487826,-1.459845,true
298,Santarém,1501451,Belterra,PA,-54.942675,-2.64902,false
41,Belém,1501501,Benevides,PA,-48.241836,-1.361438,false
208,Marabá,1501576,Bom Jesus do Tocantins,PA,-48.59904,-5.047363,false
80,Castanhal,1501600,Bonito,PA,-47.305892,-1.367474,false
52,Bragança,1501709,Bragança,PA,-46.765754,-1.053524,true
375,Altamira,1501725,Brasil Novo,PA,-52.543441,-3.297804,false
392,Araguatins,1501758,Brejo Grande do Araguaia,PA,-48.40576,-5.707296,false
781,Tucuruí,1501782,Breu Branco,PA,-49.56988,-3.778135,false
420,Breves,1501808,Breves,PA,-50.480895,-1.690737,true
41,Belém,1501907,Bujaru,PA,-48.035875,-1.513991,false
761,Viseu,1501956,Cachoeira do Piriá,PA,-46.547391,-1.752897,false
41,Belém,1502004,Cachoeira do Arari,PA,-48.960668,-1.008786,false
64,Cametá,1502103,Cametá,PA,-49.49783,-2.246838,true
445,Canaã dos Carajás,1502152,Canaã dos Carajás,PA,-49.848958,-6.532197,true
52,Bragança,1502202,Capanema,PA,-47.175126,-1.192442,false
52,Bragança,1502301,Capitão Poço,PA,-47.062825,-1.746187,false
80,Castanhal,1502400,Castanhal,PA,-47.926643,-1.295757,true
467,Chaves,1502509,Chaves,PA,-49.989319,-0.162437,true
80,Castanhal,1502608,Colares,PA,-48.288728,-0.932091,false
478,Conceição do Araguaia,1502707,Conceição do Araguaia,PA,-49.264501,-8.264864,true
737,Tomé-Açu,1502756,Concórdia do Pará,PA,-47.949887,-1.984521,false
493,Cumaru do Norte,1502764,Cumaru do Norte,PA,-50.771578,-7.811107,true
237,Parauapebas,1502772,Curionópolis,PA,-49.602214,-6.09682,false
41,Belém,1502806,Curralinho,PA,-49.791523,-1.809423,false
298,Santarém,1502855,Curuá,PA,-55.119679,-1.889929,false
80,Castanhal,1502905,Curuçá,PA,-47.851265,-0.732496,false
2,Açailândia,1502939,Dom Eliseu,PA,-47.555915,-4.290778,false
237,Parauapebas,1502954,Eldorado do Carajás,PA,-49.373952,-6.103525,false
223,Nhamundá,1503002,Faro,PA,-56.745753,-2.172975,false
662,Redenção,1503044,Floresta do Araguaia,PA,-49.697578,-7.558701,false
52,Bragança,1503077,Garrafão do Norte,PA,-47.045046,-1.931697,false
781,Tucuruí,1503093,Goianésia do Pará,PA,-49.101045,-3.842468,false
525,Gurupá,1503101,Gurupá,PA,-51.643696,-1.404918,true
80,Castanhal,1503200,Igarapé-Açu,PA,-47.622375,-1.124322,false
1,Abaetetuba,1503309,Igarapé-Miri,PA,-48.962299,-1.983116,false
80,Castanhal,1503408,Inhangapi,PA,-47.913393,-1.426582,false
626,Paragominas,1503457,Ipixuna do Pará,PA,-47.499718,-2.557529,false
80,Castanhal,1503507,Irituia,PA,-47.440756,-1.771475,false
541,Itaituba,1503606,Itaituba,PA,-55.990049,-4.263729,true
208,Marabá,1503705,Itupiranga,PA,-49.324426,-5.128837,false
547,Jacareacanga,1503754,Jacareacanga,PA,-57.76634,-6.223552,true
208,Marabá,1503804,Jacundá,PA,-49.112782,-4.448405,false
565,Juruti,1503903,Juruti,PA,-56.094998,-2.155253,true
64,Cametá,1504000,Limoeiro do Ajuru,PA,-49.381534,-1.891949,false
626,Paragominas,1504059,Mãe do Rio,PA,-47.55229,-2.047707,false
80,Castanhal,1504109,Magalhães Barata,PA,-47.599182,-0.79585,false
208,Marabá,1504208,Marabá,PA,-49.142025,-5.352606,true
80,Castanhal,1504307,Maracanã,PA,-47.455268,-0.762419,false
80,Castanhal,1504406,Marapanim,PA,-47.702549,-0.712151,false
41,Belém,1504422,Marituba,PA,-48.340536,-1.346417,false
375,Altamira,1504455,Medicilândia,PA,-52.888345,-3.445417,false
649,Portel,1504505,Melgaço,PA,-50.717465,-1.803447,false
64,Cametá,1504604,Mocajuba,PA,-49.509023,-2.582873,false
1,Abaetetuba,1504703,Moju,PA,-48.767199,-1.885889,false
298,Santarém,1504752,Mojuí dos Campos,PA,0.0,0.0,false
592,Monte Alegre,1504802,Monte Alegre,PA,-54.073375,-2.003328,true
41,Belém,1504901,Muaná,PA,-49.216832,-1.530026,false
626,Paragominas,1504950,Nova Esperança do Piriá,PA,-46.962093,-2.267626,false
208,Marabá,1504976,Nova Ipixuna,PA,-49.079887,-4.923086,false
80,Castanhal,1505007,Nova Timboteua,PA,-47.393202,-1.204144,false
615,Novo Progresso,1505031,Novo Progresso,PA,-55.41987,-7.034836,true
781,Tucuruí,1505064,Novo Repartimento,PA,-49.948638,-4.248149,false
616,Óbidos,1505106,Óbidos,PA,-55.516324,-1.909235,true
64,Cametá,1505205,Oeiras do Pará,PA,-49.855106,-2.004734,false
618,Oriximiná,1505304,Oriximiná,PA,-55.8628,-1.763754,true
52,Bragança,1505403,Ourém,PA,-47.117619,-1.548947,false
619,Tucumã,1505437,Ourilândia do Norte,PA,-51.090833,-6.740617,false
781,Tucuruí,1505486,Pacajá,PA,-50.634841,-3.830306,false
392,Araguatins,1505494,Palestina do Pará,PA,-48.321794,-5.749934,false
626,Paragominas,1505502,Paragominas,PA,-47.356962,-2.994191,true
237,Parauapebas,1505536,Parauapebas,PA,-49.900781,-6.07273,true
662,Redenção,1505551,Pau D'Arco,PA,-50.048276,-7.836794,false
80,Castanhal,1505601,Peixe-Boi,PA,-47.317927,-1.189569,false
307,Xambioá,1505635,Piçarra,PA,-48.868401,-6.453676,false
747,Uruará,1505650,Placas,PA,-54.216968,-3.867316,false
41,Belém,1505700,Ponta de Pedras,PA,-48.871786,-1.3966,false
649,Portel,1505809,Portel,PA,-50.82249,-1.936451,true
650,Porto de Moz,1505908,Porto de Moz,PA,-52.242477,-1.74609,true
655,Prainha,1506005,Prainha,PA,-53.481814,-1.805695,true
52,Bragança,1506104,Primavera,PA,-47.117251,-0.940112,false
52,Bragança,1506112,Quatipuru,PA,-47.006787,-0.900116,false
662,Redenção,1506138,Redenção,PA,-50.029642,-8.027605,true
763,Xinguara,1506161,Rio Maria,PA,-50.046411,-7.311115,false
208,Marabá,1506187,Rondon do Pará,PA,-48.069974,-4.777822,false
673,Rurópolis,1506195,Rurópolis,PA,-54.905862,-4.099065,true
677,Salinópolis,1506203,Salinópolis,PA,-47.35312,-0.623638,true
41,Belém,1506302,Salvaterra,PA,-48.513187,-0.754526,false
41,Belém,1506351,Santa Bárbara do Pará,PA,-48.297741,-1.229439,false
679,Santa Cruz do Arari,1506401,Santa Cruz do Arari,PA,-49.171616,-0.659974,true
41,Belém,1506500,Santa Izabel do Pará,PA,-48.16306,-1.297396,false
52,Bragança,1506559,Santa Luzia do Pará,PA,-46.906169,-1.518828,false
390,Araguacema,1506583,Santa Maria das Barreiras,PA,-49.719352,-8.870551,false
80,Castanhal,1506609,Santa Maria do Pará,PA,-47.574695,-1.347866,false
689,Santana do Araguaia,1506708,Santana do Araguaia,PA,-50.344804,-9.329425,true
298,Santarém,1506807,Santarém,PA,-54.71857,-2.436213,true
52,Bragança,1506906,Santarém Novo,PA,-47.400925,-0.92872,false
41,Belém,1507003,Santo Antônio do Tauá,PA,-48.132433,-1.151693,false
80,Castanhal,1507102,São Caetano de Odivelas,PA,-48.025805,-0.746618,false
208,Marabá,1507151,São Domingos do Araguaia,PA,-48.720373,-5.549841,false
80,Castanhal,1507201,São Domingos do Capim,PA,-47.774785,-1.675815,false
696,São Félix do Xingu,1507300,São Félix do Xingu,PA,-51.993783,-6.642483,true
80,Castanhal,1507409,São Francisco do Pará,PA,-47.790515,-1.170189,false
307,Xambioá,1507458,São Geraldo do Araguaia,PA,-48.555712,-6.398958,false
80,Castanhal,1507466,São João da Ponta,PA,-47.920724,-0.851002,false
677,Salinópolis,1507474,São João de Pirabas,PA,-47.172674,-0.766443,false
208,Marabá,1507508,São João do Araguaia,PA,-48.788633,-5.359003,false
80,Castanhal,1507607,São Miguel do Guamá,PA,-47.482409,-1.617136,false
41,Belém,1507706,São Sebastião da Boa Vista,PA,-49.532312,-1.718851,false
763,Xinguara,1507755,Sapucaia,PA,-49.703581,-6.942857,false
375,Altamira,1507805,Senador José Porfírio,PA,-51.953056,-2.59485,false
41,Belém,1507904,Soure,PA,-48.516013,-0.725926,false
1,Abaetetuba,1507953,Tailândia,PA,-48.951282,-2.93708,false
80,Castanhal,1507961,Terra Alta,PA,-47.907808,-1.034827,false
736,Terra Santa,1507979,Terra Santa,PA,-56.490905,-2.108114,true
737,Tomé-Açu,1508001,Tomé-Açu,PA,-48.146897,-2.419367,true
52,Bragança,1508035,Tracuateua,PA,-46.899478,-1.068784,false
541,Itaituba,1508050,Trairão,PA,-55.99617,-4.699819,false
619,Tucumã,1508084,Tucumã,PA,-51.139539,-6.749972,true
781,Tucuruí,1508100,Tucuruí,PA,-49.667184,-3.766889,true
2,Açailândia,1508126,Ulianópolis,PA,-47.503145,-3.757193,false
747,Uruará,1508159,Uruará,PA,-53.737031,-3.706529,true
80,Castanhal,1508209,Vigia,PA,-48.141499,-0.855533,false
761,Viseu,1508308,Viseu,PA,-46.138765,-1.203279,true
375,Altamira,1508357,Vitória do Xingu,PA,-52.01126,-2.883766,false
763,Xinguara,1508407,Xinguara,PA,-49.942701,-7.101513,true
202,Macapá,1600055,Serra do Navio,AP,-52.003538,0.897841,false
381,Amapá,1600105,Amapá,AP,-50.793214,2.053921,true
202,Macapá,1600154,Pedra Branca do Amapari,AP,-51.946594,0.776883,false
433,Calçoene,1600204,Calçoene,AP,-50.944773,2.496559,true
202,Macapá,1600212,Cutias,AP,-50.801626,0.971078,false
202,Macapá,1600238,Ferreira Gomes,AP,-51.187429,0.853977,false
202,Macapá,1600253,Itaubal,AP,-50.700179,0.600653,false
194,Laranjal do Jari,1600279,Laranjal do Jari,AP,-52.539021,-0.855665,true
202,Macapá,1600303,Macapá,AP,-51.057405,0.038951,true
202,Macapá,1600402,Mazagão,AP,-51.286077,-0.124396,false
146,Oiapoque,1600501,Oiapoque,AP,-51.830553,3.851131,true
202,Macapá,1600535,Porto Grande,AP,-51.414449,0.712555,false
732,Tartarugalzinho,1600550,Pracuúba,AP,-50.784254,1.742508,false
202,Macapá,1600600,Santana,AP,-51.172846,-0.038373,false
732,Tartarugalzinho,1600709,Tartarugalzinho,AP,-50.912786,1.509848,true
194,Laranjal do Jari,1600808,Vitória do Jari,AP,-52.419615,-0.918977,false
390,Araguacema,1700251,Abreulândia,TO,-49.162438,-9.621791,false
105,Estreito,1700301,Aguiarnópolis,TO,-47.470457,-6.547171,false
526,Gurupi,1700350,Aliança do Tocantins,TO,-48.94124,-11.303743,false
499,Dianópolis,1700400,Almas,TO,-47.174172,-11.574523,false
526,Gurupi,1700707,Alvorada,TO,-49.126811,-12.478815,false
307,Xambioá,1701002,Ananás,TO,-48.079765,-6.362818,false
105,Estreito,1701051,Angico,TO,-47.862078,-6.387753,false
231,Palmas,1701101,Aparecida do Rio Negro,TO,-47.97667,-9.955878,false
20,Araguaína,1701309,Aragominas,TO,-48.52343,-7.164349,false
390,Araguacema,1701903,Araguacema,TO,-49.561813,-8.801803,true
391,Araguaçu,1702000,Araguaçu,TO,-49.828612,-12.925584,true
20,Araguaína,1702109,Araguaína,TO,-48.208705,-7.191329,true
307,Xambioá,1702158,Araguanã,TO,-48.64375,-6.582249,false
392,Araguatins,1702208,Araguatins,TO,-48.123507,-5.650586,true
476,Colinas do Tocantins,1702307,Arapoema,TO,-49.075637,-7.65257,false
396,Arraias,1702406,Arraias,TO,-46.946107,-12.93442,true
128,Imperatriz,1702554,Augustinópolis,TO,-47.880957,-5.465414,false
727,Taguatinga,1702703,Aurora do Tocantins,TO,-46.407083,-12.70849,false
128,Imperatriz,1702901,Axixá do Tocantins,TO,-47.774156,-5.624309,false
20,Araguaína,1703008,Babaçulândia,TO,-47.758816,-7.201865,false
476,Colinas do Tocantins,1703057,Bandeirantes do Tocantins,TO,-48.578381,-7.764859,false
516,Goiatins,1703073,Barra do Ouro,TO,-47.687135,-7.691767,false
216,Miracema do Tocantins,1703107,Barrolândia,TO,-48.731461,-9.831653,false
476,Colinas do Tocantins,1703206,Bernardo Sayão,TO,-48.899054,-7.868512,false
249,Guaraí,1703305,Bom Jesus do Tocantins,TO,-48.16638,-8.963348,false
476,Colinas do Tocantins,1703602,Brasilândia do Tocantins,TO,-48.485374,-8.384889,false
231,Palmas,1703701,Brejinho de Nazaré,TO,-48.55866,-11.010805,false
392,Araguatins,1703800,Buriti do Tocantins,TO,-48.22325,-5.313539,false
105,Estreito,1703826,Cachoeirinha,TO,-47.914198,-6.113242,false
516,Goiatins,1703842,Campos Lindos,TO,-46.801974,-7.971681,false
526,Gurupi,1703867,Cariri do Tocantins,TO,-49.171041,-11.888997,false
20,Araguaína,1703883,Carmolândia,TO,-48.39596,-7.031479,false
392,Araguatins,1703891,Carrasco Bonito,TO,-48.030633,-5.322661,false
390,Araguacema,1703909,Caseara,TO,-49.948692,-9.267406,false
249,Guaraí,1704105,Centenário,TO,-47.338399,-8.958464,false
231,Palmas,1704600,Chapada de Areia,TO,-49.183108,-10.141989,false
231,Palmas,1705102,Chapada da Natividade,TO,-47.753905,-11.624268,false
476,Colinas do Tocantins,1705508,Colinas do Tocantins,TO,-48.481595,-8.054625,true
727,Taguatinga,1705557,Combinado,TO,-46.552072,-12.818608,false
396,Arraias,1705607,Conceição do Tocantins,TO,-47.292869,-12.217278,false
478,Conceição do Araguaia,1706001,Couto Magalhães,TO,-49.176572,-8.355118,false
568,Lagoa da Confusão,1706100,Cristalândia,TO,-49.1863,-10.590725,false
526,Gurupi,1706258,Crixás do Tocantins,TO,-48.915514,-11.104274,false
105,Estreito,1706506,Darcinópolis,TO,-47.752161,-6.712351,false
499,Dianópolis,1707009,Dianópolis,TO,-46.820409,-11.625232,true
231,Palmas,1707108,Divinópolis do Tocantins,TO,-49.205413,-9.795301,false
390,Araguacema,1707207,Dois Irmãos do Tocantins,TO,-49.067339,-9.261297,false
526,Gurupi,1707306,Dueré,TO,-49.265876,-11.341285,false
392,Araguatins,1707405,Esperantina,TO,-48.544148,-5.366608,false
231,Palmas,1707553,Fátima,TO,-48.898983,-10.752509,false
526,Gurupi,1707652,Figueirópolis,TO,-49.173847,-12.13678,false
77,Carolina,1707702,Filadélfia,TO,-47.484964,-7.337612,false
526,Gurupi,1708205,Formoso do Araguaia,TO,-49.52686,-11.805142,false
249,Guaraí,1708254,Fortaleza do Tabocão,TO,-48.517426,-9.058965,false
390,Araguacema,1708304,Goianorte,TO,-48.93689,-8.770521,false
516,Goiatins,1709005,Goiatins,TO,-47.315435,-7.709172,true
249,Guaraí,1709302,Guaraí,TO,-48.508641,-8.836166,true
526,Gurupi,1709500,Gurupi,TO,-49.071477,-11.729772,true
231,Palmas,1709807,Ipueiras,TO,-48.451926,-11.246289,false
516,Goiatins,1710508,Itacajá,TO,-47.768112,-8.390981,false
128,Imperatriz,1710706,Itaguatins,TO,-47.479936,-5.775385,false
